Jahr;Jahr segment;Monat;;Sonnenflecken
2023;2.023.204;3;; 121.1
2023;2.023.286;4;; 122.9
2023;2.023.371;5;; 124.2
2023;2.023.453;6;; 125.3
2023;2.023.538;7;; 124.6
2023;2.023.623;8;; 124.3
2023;2.023.705;9;; 124.0
2023;2.023.790;10;; 124.8
2023;2.023.873;11;; 127.9
2023;2.023.958;12;; 129.5
2024;2.024.042;1;; 131.2
2024;2.024.124;2;; 136.9
2024;2.024.206;3;; 141.4
2024;2.024.288;4;; 144.4
2024;2.024.373;5;; 149.1
2024;2.024.455;6;; 152.8
2024;2.024.540;7;; 155.0
2024;2.024.624;8;; 156.8
2024;2.024.706;9;; 159.4
2024;2.024.791;10;; 160.9
2024;2.024.873;11;; 157.2
2024;2.024.958;12;; 151.2
2025;2.025.042;1;; 146.2
2025;2.025.122;2;; 139.8
2025;2.025.204;3;; 135.9
2025;2.025.286;4;; 133.3
2025;2.025.371;5;; 128.5
